DATE,RFC_Six_Memory
1985-02-01,0.021102899610637587
1985-03-01,0.05280523022586612
1985-04-01,0.062204176982187755
1985-05-01,0.06035595238222904
1985-06-01,0.02159806480476706
1985-07-01,0.016706117676232708
1985-08-01,0.016048281141027906
1985-09-01,0.00949631856837136
1985-10-01,0.003896729130734888
1985-11-01,0.0032859630023316416
1985-12-01,0.0025006385437283873
1986-01-01,0.003410114954532046
1986-02-01,0.004148929121166239
1986-03-01,0.006552929289515613
1986-04-01,0.020006693655906304
1986-05-01,0.010866614341698685
1986-06-01,0.010896230050193469
1986-07-01,0.023264418587695262
1986-08-01,0.013206936091215463
1986-09-01,0.011524118337082223
1986-10-01,0.007546681980727184
1986-11-01,0.005651139952295588
1986-12-01,0.004757948324804259
1987-01-01,0.003572663617020539
1987-02-01,0.003948271305407842
1987-03-01,0.0034640711729072393
1987-04-01,0.0032863638698908365
1987-05-01,0.0028991199157557446
1987-06-01,0.003151911221648202
1987-07-01,0.002658101722660268
1987-08-01,0.0022107763837309934
1987-09-01,0.0018383839483126618
1987-10-01,0.0015383574704880213
1987-11-01,0.001638170728873247
1987-12-01,0.0016970962573890872
1988-01-01,0.034874508471618694
1988-02-01,0.014879381469208431
1988-03-01,0.0256343368785998
1988-04-01,0.004265281079172146
1988-05-01,0.0058504928879923035
1988-06-01,0.0035618702592503776
1988-07-01,0.0036029246845381145
1988-08-01,0.005215712908864159
1988-09-01,0.013476276625268865
1988-10-01,0.015756845699509525
1988-11-01,0.023832582810919142
1988-12-01,0.04046358164912598
1989-01-01,0.0888259077072477
1989-02-01,0.1294134873920536
1989-03-01,0.31303453865014885
1989-04-01,0.3749398542806208
1989-05-01,0.38422163383988733
1989-06-01,0.3322165932460871
1989-07-01,0.4465911226898926
1989-08-01,0.3895418227133527
1989-09-01,0.3735416089155093
1989-10-01,0.12910298639909282
1989-11-01,0.09065058318170162
1989-12-01,0.05802477896158278
1990-01-01,0.03873001708031775
1990-02-01,0.04563725048533001
1990-03-01,0.09839461413374519
1990-04-01,0.13419976605251177
1990-05-01,0.28383140718017996
1990-06-01,0.832612322049158
1990-07-01,0.8135096927113379
1990-08-01,0.774820865540479
1990-09-01,0.8005175596722868
1990-10-01,0.9190300813068643
1990-11-01,0.8953677829673091
1990-12-01,0.8623793443349079
1991-01-01,0.8286062920043252
1991-02-01,0.9413547072696415
1991-03-01,0.929376097978717
1991-04-01,0.9131717733124495
1991-05-01,0.7966228609073994
1991-06-01,0.1442818310630976
1991-07-01,0.17344874411484892
1991-08-01,0.2694778494743488
1991-09-01,0.20220986438289004
1991-10-01,0.044513924341184674
1991-11-01,0.06714702080839885
1991-12-01,0.07526943226630281
1992-01-01,0.06810683176354637
1992-02-01,0.03863231476402682
1992-03-01,0.050653666542402685
1992-04-01,0.05002077089988171
1992-05-01,0.05972569523505689
1992-06-01,0.05179828145401096
1992-07-01,0.08155689677409675
1992-08-01,0.11146936775528342
1992-09-01,0.1189809527003659
1992-10-01,0.023849161762729703
1992-11-01,0.027282131323318286
1992-12-01,0.03633204405884511
1993-01-01,0.03290154595909945
1993-02-01,0.012164370631278532
1993-03-01,0.012755427015663566
1993-04-01,0.012579404639080515
1993-05-01,0.013516363462615736
1993-06-01,0.013241263015651405
1993-07-01,0.006621724241498285
1993-08-01,0.0018451622216597004
1993-09-01,0.005185374052297023
1993-10-01,0.00816083285523544
1993-11-01,0.0044804558031144
1993-12-01,0.010937170002974223
1994-01-01,0.014344211989184999
1994-02-01,0.0049977929031740954
1994-03-01,0.004909834214283383
1994-04-01,0.0011735045418621484
1994-05-01,0.0011501024112664428
1994-06-01,0.004658037459364251
1994-07-01,0.004885711004479471
1994-08-01,0.0016955969722382118
1994-09-01,0.0017677406232984871
1994-10-01,0.0020832497247696246
1994-11-01,0.0030130892695059744
1994-12-01,0.007127069141916675
1995-01-01,0.018236073692510266
1995-02-01,0.05169509764084997
1995-03-01,0.11626738214547333
1995-04-01,0.16965875383507625
1995-05-01,0.2966247033333029
1995-06-01,0.2027418639257017
1995-07-01,0.14841695778468722
1995-08-01,0.11282278084273771
1995-09-01,0.11888317324730001
1995-10-01,0.14039248810745114
1995-11-01,0.16813236568576265
1995-12-01,0.18160132101187546
1996-01-01,0.1994583919297411
1996-02-01,0.11645208156437693
1996-03-01,0.1260643398515191
1996-04-01,0.08444045686844019
1996-05-01,0.0430857164850969
1996-06-01,0.017085197838677395
1996-07-01,0.01783468166992854
1996-08-01,0.022199934845989533
1996-09-01,0.026921851012789058
1996-10-01,0.025430552687847247
1996-11-01,0.017316178169312486
1996-12-01,0.012109038321165175
1997-01-01,0.010317747628948553
1997-02-01,0.007072354557160721
1997-03-01,0.006430097075200467
1997-04-01,0.009371623029129745
1997-05-01,0.01038421131562543
1997-06-01,0.01160030171793419
1997-07-01,0.007259640546123605
1997-08-01,0.010572377266356415
1997-09-01,0.011137826281709813
1997-10-01,0.007118648039572369
1997-11-01,0.013952057700359686
1997-12-01,0.030948167447423753
1998-01-01,0.03952164326334819
