DATE,RFC_Six_Memory
1985-02-01,0.005988034901365416
1985-03-01,0.002660714839852224
1985-04-01,0.007613595782982233
1985-05-01,0.004864398413919088
1985-06-01,0.01229472626465486
1985-07-01,0.018120253113801846
1985-08-01,0.01415882340650388
1985-09-01,0.014121457459459717
1985-10-01,0.002353267639962677
1985-11-01,0.002076058760711104
1985-12-01,0.0019508257765794644
1986-01-01,0.0019350344398756155
1986-02-01,0.001989479178214482
1986-03-01,0.0020057959674223123
1986-04-01,0.0022052497040196154
1986-05-01,0.002393812553748742
1986-06-01,0.0026020405890632473
1986-07-01,0.00254413136509659
1986-08-01,0.0028792124086319225
1986-09-01,0.006195191299752452
1986-10-01,0.0024155783440422173
1986-11-01,0.00257236894297574
1986-12-01,0.0020678646822879505
1987-01-01,0.0016541895003577155
1987-02-01,0.0017328883248273622
1987-03-01,0.001647964379581759
1987-04-01,0.001843197904486764
1987-05-01,0.0017937101628263394
1987-06-01,0.001644374118616931
1987-07-01,0.0016666024020170163
1987-08-01,0.0015747320483431825
1987-09-01,0.0014984029275351377
1987-10-01,0.001353462642816167
1987-11-01,0.0013590118400706567
1987-12-01,0.0013861595785783197
1988-01-01,0.0033435579079305893
1988-02-01,0.001643891183481267
1988-03-01,0.005174492073896909
1988-04-01,0.011829115442166728
1988-05-01,0.0016742808024736526
1988-06-01,0.0015347548772397226
1988-07-01,0.0017569465564574555
1988-08-01,0.001995337444606313
1988-09-01,0.002731332050334482
1988-10-01,0.002810964956828994
1988-11-01,0.0025542663846182217
1988-12-01,0.003117175663231242
1989-01-01,0.00523748231278847
1989-02-01,0.01029134180815434
1989-03-01,0.053057220696222984
1989-04-01,0.06450075690512258
1989-05-01,0.11679388882445275
1989-06-01,0.1273010855981235
1989-07-01,0.16866664554123087
1989-08-01,0.21430475525614348
1989-09-01,0.23394482202569655
1989-10-01,0.11990673818926155
1989-11-01,0.10451329887986695
1989-12-01,0.10342921623872751
1990-01-01,0.05154215580766544
1990-02-01,0.03529149980780876
1990-03-01,0.0425751785857423
1990-04-01,0.0864445237493835
1990-05-01,0.20709044537721985
1990-06-01,0.21382066600871097
1990-07-01,0.3075770136712514
1990-08-01,0.20175530121487917
1990-09-01,0.3964057986759278
1990-10-01,0.898339657996257
1990-11-01,0.9202566044824292
1990-12-01,0.9251232122726835
1991-01-01,0.9398674078611688
1991-02-01,0.9758757882931276
1991-03-01,0.9703441328243163
1991-04-01,0.9583402661161703
1991-05-01,0.9354161873859866
1991-06-01,0.24244430049697355
1991-07-01,0.16266612373452136
1991-08-01,0.1682838489483678
1991-09-01,0.2198660771305823
1991-10-01,0.02903354866532891
1991-11-01,0.08073964261459952
1991-12-01,0.1554422154907418
1992-01-01,0.1561037682651887
1992-02-01,0.028825503572821806
1992-03-01,0.007845710121296973
1992-04-01,0.01677124125350748
1992-05-01,0.04115166867677911
1992-06-01,0.05590705576367196
1992-07-01,0.10960892531857629
1992-08-01,0.13697462428800777
1992-09-01,0.1370734257329955
1992-10-01,0.026076466130203188
1992-11-01,0.03170881411542852
1992-12-01,0.03377797249699527
1993-01-01,0.03372784516478655
1993-02-01,0.02213251662652083
1993-03-01,0.033498129803541506
1993-04-01,0.016197315330520125
1993-05-01,0.018186075048464537
1993-06-01,0.013265330966459063
1993-07-01,0.015198979678024459
1993-08-01,0.015078151077660655
1993-09-01,0.00810763628679335
1993-10-01,0.004215572022072769
1993-11-01,0.0007678968135710926
1993-12-01,0.0006386500359485095
1994-01-01,0.0006471664692301861
1994-02-01,0.0006463302677789905
1994-03-01,0.0006085424052156131
1994-04-01,0.0006030456699863049
1994-05-01,0.004006182630015092
1994-06-01,0.0006317817169790513
1994-07-01,0.0006426296590266873
1994-08-01,0.0007849289655435311
1994-09-01,0.0041623360297866506
1994-10-01,0.0008210353705287521
1994-11-01,0.00090419876761703
1994-12-01,0.0016412338485359869
1995-01-01,0.0029472386756556786
1995-02-01,0.009769597722211901
1995-03-01,0.0418516466325638
1995-04-01,0.10576457174999189
1995-05-01,0.22441960462175795
1995-06-01,0.2194712470137754
1995-07-01,0.1502723454815673
1995-08-01,0.11461155470986743
1995-09-01,0.07180502450500277
1995-10-01,0.0661906466242317
1995-11-01,0.09262590922161873
1995-12-01,0.09551078485447079
1996-01-01,0.13179569521288007
1996-02-01,0.06895295122177625
1996-03-01,0.06566722966911963
1996-04-01,0.037020705236312935
1996-05-01,0.01643353277230652
1996-06-01,0.002888313237672783
1996-07-01,0.004550892053133704
1996-08-01,0.00407209433152071
1996-09-01,0.008131567296034195
1996-10-01,0.009789522392285485
1996-11-01,0.00779921349940113
1996-12-01,0.0055407991136222174
1997-01-01,0.005394396541573133
1997-02-01,0.004776360289386875
1997-03-01,0.005193127168611628
1997-04-01,0.005856582688635099
1997-05-01,0.003992894747368547
1997-06-01,0.0049163293447167895
1997-07-01,0.003686778487667084
1997-08-01,0.004842898363468177
1997-09-01,0.0060897606660517195
1997-10-01,0.005593124776264118
1997-11-01,0.010058402940493136
1997-12-01,0.011413313533227493
1998-01-01,0.024360044195698306
1998-02-01,0.016004864301632473
1998-03-01,0.028223425664264643
1998-04-01,0.04242067640484145
1998-05-01,0.052750669025909504
1998-06-01,0.053766053078550556
1998-07-01,0.08924973943194194
1998-08-01,0.06491367798225452
1998-09-01,0.054517569755157
1998-10-01,0.0170782103700644
1998-11-01,0.03483595664192817
1998-12-01,0.0272509853315817
1999-01-01,0.01920832450609022
1999-02-01,0.004137643674475821
1999-03-01,0.0033927140532624897
1999-04-01,0.0063329952333885465
1999-05-01,0.0064306179266153595
1999-06-01,0.003875111344630729
1999-07-01,0.003978499326317888
1999-08-01,0.00323995122606807
1999-09-01,0.0034776883374945332
1999-10-01,0.0025807191673910524
1999-11-01,0.0019863852852484787
1999-12-01,0.002042643745582896
2000-01-01,0.0019912796161482248
2000-02-01,0.0037641014273183133
2000-03-01,0.006320532138380511
