DATE,Forecast_18_Lag
1984-09-01,0.29576228298049073
1984-10-01,0.2274099624595863
1984-11-01,0.11728805422219385
1984-12-01,0.027899987635244563
1985-01-01,0.022430503503557905
1985-02-01,0.029994855102874533
1985-03-01,0.04624626361162998
1985-04-01,0.036189494829276
1985-05-01,0.03557958065279489
1985-06-01,0.012820888604814238
1985-07-01,0.011020166813551176
1985-08-01,0.013276745044095178
1985-09-01,0.008806352840520608
1985-10-01,0.010921336178175577
1985-11-01,0.01658186468046575
1985-12-01,0.01848165438293021
1986-01-01,0.017982145670333682
1986-02-01,0.053342135826425635
1986-03-01,0.08542306457215894
1986-04-01,0.08537119011808088
1986-05-01,0.0557447828182659
1986-06-01,0.06130513722070696
1986-07-01,0.07786694864151987
1986-08-01,0.033452809516907045
1986-09-01,0.016503462750499638
1986-10-01,0.015720219657754667
1986-11-01,0.025976533075794644
1986-12-01,0.01934400258073304
1987-01-01,0.024397501469637563
1987-02-01,0.034688797667627766
1987-03-01,0.021759793594384087
1987-04-01,0.016388964196139298
1987-05-01,0.03357009660687158
1987-06-01,0.031774242059439774
1987-07-01,0.01966663903426289
1987-08-01,0.018211543277656717
1987-09-01,0.01009178702867265
1987-10-01,0.01659984283025835
1987-11-01,0.016333917029644242
1987-12-01,0.046492067238626936
1988-01-01,0.08378100746260221
1988-02-01,0.02552977825913438
1988-03-01,0.013610609518817526
1988-04-01,0.014698617937047484
1988-05-01,0.01645978573213024
1988-06-01,0.019561104653215186
1988-07-01,0.03602630834449259
1988-08-01,0.06965326192259504
1988-09-01,0.09862657686745567
1988-10-01,0.08989690233578324
1988-11-01,0.12562980502670507
1988-12-01,0.6006327687346716
1989-01-01,0.6557382693161641
1989-02-01,0.7097462005005154
1989-03-01,0.7911127229316494
1989-04-01,0.7728274995529998
1989-05-01,0.7489106797382165
1989-06-01,0.9357376489577732
1989-07-01,0.43684928003858575
1989-08-01,0.7879494633497165
1989-09-01,0.8814952750588169
1989-10-01,0.8358487481855149
1989-11-01,0.8389388657920837
1989-12-01,0.5941354413672265
1990-01-01,0.6088294630159902
1990-02-01,0.8532394465111945
1990-03-01,0.9454819010929176
1990-04-01,0.9404508206077266
1990-05-01,0.9519016917326932
1990-06-01,0.9607001082856436
1990-07-01,0.5853842763925533
1990-08-01,0.5195507489898195
1990-09-01,0.7493041819478922
1990-10-01,0.7460849545641884
1990-11-01,0.7827319888651103
1990-12-01,0.9543353722483204
1991-01-01,0.8642283789736153
1991-02-01,0.8434999599204943
1991-03-01,0.9166884126510686
1991-04-01,0.8515645943298287
1991-05-01,0.7698674430331062
1991-06-01,0.20963227165805068
1991-07-01,0.20123955912394034
1991-08-01,0.18064707083423656
1991-09-01,0.07719349876137943
1991-10-01,0.06896749657037014
1991-11-01,0.0973128522358322
1991-12-01,0.14028830819245586
1992-01-01,0.05368558054324018
1992-02-01,0.030022657694425893
1992-03-01,0.0390324952409131
1992-04-01,0.06760380434309117
1992-05-01,0.06698357154017481
1992-06-01,0.008990459010884733
1992-07-01,0.008450726182653483
1992-08-01,0.008619266196361374
1992-09-01,0.020953345181929626
1992-10-01,0.018782730812979282
1992-11-01,0.020776280358094427
1992-12-01,0.023683441622301005
1993-01-01,0.023364312594185924
1993-02-01,0.023486656317693533
1993-03-01,0.010633730188094256
1993-04-01,0.018705286250594148
1993-05-01,0.021904522841471624
1993-06-01,0.02250647958720931
1993-07-01,0.007727483021175034
1993-08-01,0.02127241374680533
1993-09-01,0.0176125439556368
1993-10-01,0.015263435255492182
1993-11-01,0.011692274599298159
