DATE,Forecast_12_Lag
1984-09-01,0.17105188470135604
1984-10-01,0.21004632977146112
1984-11-01,0.150793920849999
1984-12-01,0.02313043267071789
1985-01-01,0.016674012517831113
1985-02-01,0.015297097418360037
1985-03-01,0.028797576372374987
1985-04-01,0.032560354114913086
1985-05-01,0.02983204632359361
1985-06-01,0.0073026017612480044
1985-07-01,0.006805205376895575
1985-08-01,0.00662181627756486
1985-09-01,0.005098328465926154
1985-10-01,0.008239942786412211
1985-11-01,0.004777559389894503
1985-12-01,0.0058016747559957865
1986-01-01,0.006185158584949821
1986-02-01,0.009400201851698558
1986-03-01,0.01572460791731552
1986-04-01,0.025847863582053543
1986-05-01,0.02229908274766211
1986-06-01,0.021283449342746674
1986-07-01,0.01919225345249813
1986-08-01,0.020066799606696474
1986-09-01,0.013303300873182045
1986-10-01,0.00627755134191629
1986-11-01,0.007048701257145604
1986-12-01,0.008464037248146842
1987-01-01,0.008555312801640206
1987-02-01,0.0097226211204852
1987-03-01,0.008332263677884961
1987-04-01,0.00865163132777935
1987-05-01,0.01213681005173675
1987-06-01,0.020576691373028658
1987-07-01,0.012722031376860309
1987-08-01,0.013981771892937936
1987-09-01,0.005189871484212552
1987-10-01,0.004202927244378093
1987-11-01,0.014067840783421395
1987-12-01,0.020914393295638174
1988-01-01,0.0511425673975743
1988-02-01,0.03297682478957266
1988-03-01,0.014742829938729576
1988-04-01,0.00875152432475681
1988-05-01,0.010025397138593229
1988-06-01,0.009912267562466088
1988-07-01,0.016979588139662157
1988-08-01,0.018327739310173053
1988-09-01,0.04097429701790027
1988-10-01,0.0772187832160461
1988-11-01,0.1165851942438918
1988-12-01,0.13841099756588607
1989-01-01,0.22284005938494905
1989-02-01,0.3336760986164766
1989-03-01,0.3651617708029281
1989-04-01,0.3907541739089061
1989-05-01,0.4002188343456163
1989-06-01,0.28554837059399324
1989-07-01,0.2607742217024242
1989-08-01,0.2787398840021568
1989-09-01,0.4436822447162141
1989-10-01,0.41369156839125054
1989-11-01,0.3823720887686126
1989-12-01,0.7266165743999671
1990-01-01,0.5511029790929134
1990-02-01,0.6794487341911054
1990-03-01,0.8112184811024634
1990-04-01,0.7809390815792434
1990-05-01,0.7740405857372009
1990-06-01,0.9029087377301986
1990-07-01,0.8484397726831577
1990-08-01,0.7836943633664227
1990-09-01,0.6509972369070413
1990-10-01,0.5836966999791425
1990-11-01,0.6434601485553318
1990-12-01,0.9303723387380294
1991-01-01,0.8831340454986063
1991-02-01,0.8685632102430306
1991-03-01,0.9456878927510588
1991-04-01,0.9143581935976324
1991-05-01,0.869419564609347
1991-06-01,0.27845950469724984
1991-07-01,0.2366599528371124
1991-08-01,0.20548225653845764
1991-09-01,0.04125004357496009
1991-10-01,0.042820436350785175
1991-11-01,0.07409346905850747
1991-12-01,0.03969824784507731
1992-01-01,0.0441754947603018
1992-02-01,0.03980740524973767
1992-03-01,0.03023238778204557
1992-04-01,0.04031674790032596
1992-05-01,0.06039249840525782
1992-06-01,0.04251778067459667
1992-07-01,0.04236424061458476
1992-08-01,0.045715952316452514
1992-09-01,0.010090977915771687
1992-10-01,0.01594565329354956
1992-11-01,0.023215057476763345
1992-12-01,0.011798428467289492
1993-01-01,0.012017174361501069
1993-02-01,0.011773149411277778
1993-03-01,0.004672575144975313
1993-04-01,0.005299157838753686
1993-05-01,0.012045190222689987
1993-06-01,0.013827256012058734
1993-07-01,0.009430767733696709
1993-08-01,0.010027684470531754
1993-09-01,0.0032081316179253284
1993-10-01,0.0030589732580400576
1993-11-01,0.0028175367832245397
1993-12-01,0.005090743909001979
1994-01-01,0.008126727466999164
1994-02-01,0.011735611932526431
1994-03-01,0.0048946657369888106
1994-04-01,0.0015979526034054414
1994-05-01,0.005336711684240498
1994-06-01,0.00225051148632344
1994-07-01,0.002792638908055936
1994-08-01,0.003314700025891149
1994-09-01,0.003267219020255206
1994-10-01,0.003824490473520028
1994-11-01,0.005531845023806866
1994-12-01,0.032303239725292636
1995-01-01,0.07445672646612468
1995-02-01,0.17257131953415386
1995-03-01,0.13539567443856945
1995-04-01,0.15210227172607327
1995-05-01,0.2608189924740177
1995-06-01,0.27718206980967824
1995-07-01,0.3555588256614656
1995-08-01,0.3790524948888548
1995-09-01,0.15811898768085228
1995-10-01,0.25632491187628786
1995-11-01,0.28198436162743395
1995-12-01,0.23055004862073006
1996-01-01,0.2793922388103804
1996-02-01,0.20150395687856867
1996-03-01,0.0987190009744208
1996-04-01,0.07998156438175519
1996-05-01,0.05440099936002175
1996-06-01,0.027455528479645597
1996-07-01,0.030387168577143055
1996-08-01,0.02038922369432201
1996-09-01,0.026249649462287392
1996-10-01,0.02467905678593882
1996-11-01,0.02653001328743336
1996-12-01,0.0239745741548372
1997-01-01,0.020046598787509973
1997-02-01,0.014397157897086904
1997-03-01,0.013569882329556016
1997-04-01,0.0175124950688549
1997-05-01,0.017288097761257167
1997-06-01,0.01887970088292961
1997-07-01,0.01828490385284667
1997-08-01,0.019947150192865942
1997-09-01,0.017960750774779856
1997-10-01,0.024920944760662204
1997-11-01,0.043434406939089634
1997-12-01,0.07808429105197394
1998-01-01,0.10988466203810092
1998-02-01,0.12712474591454725
1998-03-01,0.06592042460174236
1998-04-01,0.08228098180087227
1998-05-01,0.12464228554717698
1998-06-01,0.13021532157683796
1998-07-01,0.22300065037821035
1998-08-01,0.38704172401523457
1998-09-01,0.2971778073479486
1998-10-01,0.058771329735457165
1998-11-01,0.05695116610062718
1998-12-01,0.05009889846068579
1999-01-01,0.06791005197880018
1999-02-01,0.08548268432936874
1999-03-01,0.024272865301935925
1999-04-01,0.02110132158404902
1999-05-01,0.014951413457240182
1999-06-01,0.007037513630550187
1999-07-01,0.0055461820690293675
1999-08-01,0.004988264095097353
1999-09-01,0.006053002863780476
1999-10-01,0.005010696674001234
1999-11-01,0.0036429992577590798
1999-12-01,0.003183508784534742
2000-01-01,0.003090744370847288
2000-02-01,0.02206221410090793
2000-03-01,0.0372543898044938
2000-04-01,0.047626437222119636
2000-05-01,0.10624581872951
2000-06-01,0.7660400747809607
2000-07-01,0.6032867011769941
2000-08-01,0.7756271908888671
2000-09-01,0.8778728370416914
2000-10-01,0.8259156768169835
2000-11-01,0.7331180822140707
2000-12-01,0.8580391385654781
2001-01-01,0.6435394660414545
2001-02-01,0.6859790226058381
2001-03-01,0.4620914337417018
2001-04-01,0.3859377607208008
2001-05-01,0.36577431098761065
2001-06-01,0.6598056670335433
2001-07-01,0.6036764167175293
2001-08-01,0.3970669191892856
2001-09-01,0.626183991526443
2001-10-01,0.7221381935452159
2001-11-01,0.5914783644963838
2001-12-01,0.6875722239919085
